backers_count,blurb,category,converted_pledged_amount,country,country_displayable_name,created_at,creator,currency,currency_symbol,currency_trailing_code,current_currency,deadline,disable_communication,fx_rate,goal,id,is_disliked,is_in_post_campaign_pledging_phase,is_launched,is_liked,is_starrable,launched_at,location,name,percent_funded,photo,pledged,prelaunch_activated,profile,slug,source_url,spotlight,staff_pick,state,state_changed_at,static_usd_rate,urls,usd_exchange_rate,usd_pledged,usd_type,video
"7","Raising funds to distribute the album on CD + supporting tour + swag.","{""id"":321,""name"":""Punk"",""analytics_name"":""Punk"",""slug"":""music/punk"",""position"":15,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/punk""}}}","124","US","the United States","1538240232","{""id"":1454460016,""name"":""INNNNI (the band)"",""slug"":""innnni"",""is_registered"":null,""is_email_verified"":null,""chosen_currency"":null,""is_superbacker"":null,""has_admin_message_badge"":false,""ppo_has_action"":false,""backing_action_count"":0,""avatar"":{""thumb"":""https://i.kickstarter.com/assets/006/294/432/df7dcad4787eed8f1711d2e683513ae9_original.jpg?anim=false&fit=cover&height=40&origin=ugc&q=92&v=1539449259&width=40&sig=y2pL3y%2BlOpqRWz7bVJ7jcLfmVDPxQ6tqqVpmz8FSvWc%3D"",""small"":""https://i.kickstarter.com/assets/006/294/432/df7dcad4787eed8f1711d2e683513ae9_original.jpg?anim=false&fit=cover&height=80&origin=ugc&q=92&v=1539449259&width=80&sig=VWNTLSg7mBGnfvrc6HAFR7EI3JgEd26nGSF2A1HxatA%3D"",""medium"":""https://i.kickstarter.com/assets/006/294/432/df7dcad4787eed8f1711d2e683513ae9_original.jpg?anim=false&fit=cover&height=160&origin=ugc&q=92&v=1539449259&width=160&sig=iyVIKW1yLwjPCoujRN5EJAc219wt%2Fqcp7yG8vO9I04Y%3D""},""urls"":{""web"":{""user"":""https://www.kickstarter.com/profile/innnni""},""api"":{""user"":""https://api.kickstarter.com/v1/users/1454460016?signature=1770953222.9d8dcac66251a5e055a2632cc65e160fc437b074""}}}","USD","$","true","USD","1542735414","false","1","2000","2088541798","false","false","true","false","false","1540139814","{""id"":2475688,""name"":""Portland"",""slug"":""portland-me"",""short_name"":""Portland, ME"",""displayable_name"":""Portland, ME"",""localized_name"":""Portland"",""country"":""US"",""state"":""ME"",""type"":""Town"",""is_root"":false,""expanded_country"":""United States"",""urls"":{""web"":{""discover"":""https://www.kickstarter.com/discover/places/portland-me"",""location"":""https://www.kickstarter.com/locations/portland-me""},""api"":{""nearby_projects"":""https://api.kickstarter.com/v1/discover?signature=1770934446.10d1f3b6d47942e61a39ab22632c955958a5da2d&woe_id=2475688""}}}","Better Living Through Righteous Anger: CD release","6.2","{""key"":""assets/022/719/271/b1fae142388858d3cf987ee6afae0bbb_original.jpg"",""full"":""https://i.kickstarter.com/assets/022/719/271/b1fae142388858d3cf987ee6afae0bbb_original.jpg?anim=false&fit=cover&gravity=auto&height=315&origin=ugc&q=92&v=1538240451&width=560&sig=%2FvQt4jFz4ovX%2BmqsH9wOR0mABjCliGVPLwXRSwC57p0%3D"",""ed"":""https://i.kickstarter.com/assets/022/719/271/b1fae142388858d3cf987ee6afae0bbb_original.jpg?anim=false&fit=cover&gravity=auto&height=198&origin=ugc&q=92&v=1538240451&width=352&sig=nvt8IbTOPDhMhr26KxADLZpPphQyp%2BNYAU7AuyxeWRY%3D"",""med"":""https://i.kickstarter.com/assets/022/719/271/b1fae142388858d3cf987ee6afae0bbb_original.jpg?anim=false&fit=cover&gravity=auto&height=153&origin=ugc&q=92&v=1538240451&width=272&sig=KRLJqn0Th4ZB8zjjWpnux2qjpOka2gd%2BQK71pE2LSl0%3D"",""little"":""https://i.kickstarter.com/assets/022/719/271/b1fae142388858d3cf987ee6afae0bbb_original.jpg?anim=false&fit=cover&gravity=auto&height=117&origin=ugc&q=92&v=1538240451&width=208&sig=d6a0amh5QGB%2FgaXxUw7y6KZsCdwa%2BXmv6lrLaE1Iu9s%3D"",""small"":""https://i.kickstarter.com/assets/022/719/271/b1fae142388858d3cf987ee6afae0bbb_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1538240451&width=160&sig=QgClV%2FawOiCG2I%2BJPMIgSNnxiouASgZsg3lBGw7TX7E%3D"",""thumb"":""https://i.kickstarter.com/assets/022/719/271/b1fae142388858d3cf987ee6afae0bbb_original.jpg?anim=false&fit=cover&gravity=auto&height=27&origin=ugc&q=92&v=1538240451&width=48&sig=Cy7uJMiP2kdXr1CZITpdqGUjUdXuIh11WITLmIYX%2BzI%3D"",""1024x576"":""https://i.kickstarter.com/assets/022/719/271/b1fae142388858d3cf987ee6afae0bbb_original.jpg?anim=false&fit=cover&gravity=auto&height=576&origin=ugc&q=92&v=1538240451&width=1024&sig=OjH4aWruySaYnxYinajLIaeqMJ9Bt4yZp8Ln6Avu5dk%3D"",""1536x864"":""https://i.kickstarter.com/assets/022/719/271/b1fae142388858d3cf987ee6afae0bbb_original.jpg?anim=false&fit=cover&gravity=auto&height=873&origin=ugc&q=92&v=1538240451&width=1552&sig=gETLFtJ9SbOqGu2udVbhdErUGBf9ga7gO2htChccRIo%3D""}","124","false","{""id"":3481045,""project_id"":3481045,""state"":""inactive"",""state_changed_at"":1538240232,""name"":""Better Living Through Righteous Anger: CD release"",""blurb"":null,""background_color"":null,""text_color"":null,""link_background_color"":null,""link_text_color"":null,""link_text"":null,""link_url"":null,""show_feature_image"":false,""background_image_opacity"":0.8,""should_show_feature_image_section"":true,""feature_image_attributes"":{""image_urls"":{""default"":""https://i.kickstarter.com/assets/022/719/271/b1fae142388858d3cf987ee6afae0bbb_original.jpg?anim=false&fit=cover&gravity=auto&height=873&origin=ugc&q=92&v=1538240451&width=1552&sig=gETLFtJ9SbOqGu2udVbhdErUGBf9ga7gO2htChccRIo%3D"",""baseball_card"":""https://i.kickstarter.com/assets/022/719/271/b1fae142388858d3cf987ee6afae0bbb_original.jpg?anim=false&fit=cover&gravity=auto&height=315&origin=ugc&q=92&v=1538240451&width=560&sig=%2FvQt4jFz4ovX%2BmqsH9wOR0mABjCliGVPLwXRSwC57p0%3D""}}}","better-living-through-righteous-anger-cd-release","https://www.kickstarter.com/discover/categories/music/punk","false","false","failed","1542735414","1","{""web"":{""project"":""https://www.kickstarter.com/projects/innnni/better-living-through-righteous-anger-cd-release"",""rewards"":""https://www.kickstarter.com/projects/innnni/better-living-through-righteous-anger-cd-release/rewards""}}","1","124.0","domestic","{""id"":917107,""status"":""successful"",""hls"":""https://v2.kickstarter.com/1770866822-kjYcW3900gwqUpEmmMnk3k6M8i0S2JmbYmUdkmM89XA%3D/projects/3441569/video-917107-hls_playlist.m3u8"",""hls_type"":""application/x-mpegURL"",""high"":""https://v2.kickstarter.com/1770866822-kjYcW3900gwqUpEmmMnk3k6M8i0S2JmbYmUdkmM89XA%3D/projects/3441569/video-917107-h264_high.mp4"",""high_type"":""video/mp4; codecs=""avc1.64001E, mp4a.40.2"""",""base"":""https://v2.kickstarter.com/1770866822-kjYcW3900gwqUpEmmMnk3k6M8i0S2JmbYmUdkmM89XA%3D/projects/3441569/video-917107-h264_base.mp4"",""base_type"":""video/mp4; codecs=""avc1.42E01E, mp4a.40.2"""",""tracks"":""[]"",""width"":640,""height"":360,""frame"":""https://d15chbti7ht62o.cloudfront.net/projects/3441569/video-917107-h264_base.jpg?2018""}"
"23","Creating outstanding performance experiences with young actors from all economic backgrounds. Making great theatre accessible to all!","{""id"":285,""name"":""Plays"",""analytics_name"":""Plays"",""slug"":""theater/plays"",""position"":6,""parent_id"":17,""parent_name"":""Theater"",""color"":16743775,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/theater/plays""}}}","1719","GB","the United Kingdom","1443817369","{""id"":619354708,""name"":""Anna Friend"",""slug"":""quirkymama"",""is_registered"":null,""is_email_verified"":null,""chosen_currency"":null,""is_superbacker"":null,""has_admin_message_badge"":false,""ppo_has_action"":false,""backing_action_count"":0,""avatar"":{""thumb"":""https://i.kickstarter.com/assets/010/400/978/64804a8c2e6ae4f54eab718adb83eff1_original.jpg?anim=false&fit=cover&height=40&origin=ugc&q=92&v=1593108407&width=40&sig=rOC3gY3gajYz%2BNBVjPJMcM1u2FlAg%2FpCvzWj4tBRsSQ%3D"",""small"":""https://i.kickstarter.com/assets/010/400/978/64804a8c2e6ae4f54eab718adb83eff1_original.jpg?anim=false&fit=cover&height=80&origin=ugc&q=92&v=1593108407&width=80&sig=I95mj25SR9A6vESMXcEghMtmBvnrAOVLcb1M%2FPYiW7k%3D"",""medium"":""https://i.kickstarter.com/assets/010/400/978/64804a8c2e6ae4f54eab718adb83eff1_original.jpg?anim=false&fit=cover&height=160&origin=ugc&q=92&v=1593108407&width=160&sig=%2BbYgo2K4BxRjk8QB3BXYJCjsn16pp3pPf2zZ5fS3%2FMc%3D""},""urls"":{""web"":{""user"":""https://www.kickstarter.com/profile/quirkymama""},""api"":{""user"":""https://api.kickstarter.com/v1/users/619354708?signature=1770953223.3b2fe34f5d5b1f64a1af390b7f4c5fbb4f7946bb""}}}","GBP","£","false","USD","1457914373","false","1.36596347","850","222966400","false","false","true","false","false","1456189973","{""id"":36796,""name"":""Swindon"",""slug"":""swindon-swindon-borough-gb"",""short_name"":""Swindon, UK"",""displayable_name"":""Swindon, UK"",""localized_name"":""Swindon"",""country"":""GB"",""state"":""England"",""type"":""Town"",""is_root"":false,""expanded_country"":""United Kingdom"",""urls"":{""web"":{""discover"":""https://www.kickstarter.com/discover/places/swindon-swindon-borough-gb"",""location"":""https://www.kickstarter.com/locations/swindon-swindon-borough-gb""},""api"":{""nearby_projects"":""https://api.kickstarter.com/v1/discover?signature=1770936472.60e6f531c67bb45c8ae040c5af1f91aa0b977281&woe_id=36796""}}}","Quirky Bird Theatre's Young Actors on Tour","141.176470588235","{""key"":""assets/012/269/545/ac4e18c1beec11d2f1f83778dff6b240_original.jpg"",""full"":""https://i.kickstarter.com/assets/012/269/545/ac4e18c1beec11d2f1f83778dff6b240_original.jpg?anim=false&fit=cover&gravity=auto&height=315&origin=ugc&q=92&v=1463748824&width=560&sig=ihUV640ENf%2FVIP4zz4AT4O0nXbHkj1%2F3FDSh4vO3P2U%3D"",""ed"":""https://i.kickstarter.com/assets/012/269/545/ac4e18c1beec11d2f1f83778dff6b240_original.jpg?anim=false&fit=cover&gravity=auto&height=198&origin=ugc&q=92&v=1463748824&width=352&sig=0UoNtuxTyfrk8TcCPaOqp5exLNaBpfOii%2B%2BtAuaYoF8%3D"",""med"":""https://i.kickstarter.com/assets/012/269/545/ac4e18c1beec11d2f1f83778dff6b240_original.jpg?anim=false&fit=cover&gravity=auto&height=153&origin=ugc&q=92&v=1463748824&width=272&sig=0u0I5t%2Br5%2F2dGHrAhnYbu6JjUVB9h%2FHnO2boGCyekjI%3D"",""little"":""https://i.kickstarter.com/assets/012/269/545/ac4e18c1beec11d2f1f83778dff6b240_original.jpg?anim=false&fit=cover&gravity=auto&height=117&origin=ugc&q=92&v=1463748824&width=208&sig=iv1AbMSJ8QEdmyEZDRYd0e1huSUkZ6P2wTctthTAEGw%3D"",""small"":""https://i.kickstarter.com/assets/012/269/545/ac4e18c1beec11d2f1f83778dff6b240_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1463748824&width=160&sig=TZFgRojb%2BBbEyDHqmEGvz5IUZNPex1luF8s6U4XcAJw%3D"",""thumb"":""https://i.kickstarter.com/assets/012/269/545/ac4e18c1beec11d2f1f83778dff6b240_original.jpg?anim=false&fit=cover&gravity=auto&height=27&origin=ugc&q=92&v=1463748824&width=48&sig=QlQahkVnh%2BhlhHQJs0UvAIsE%2BKy%2Byqfq5Sq8xtkPx7M%3D"",""1024x576"":""https://i.kickstarter.com/assets/012/269/545/ac4e18c1beec11d2f1f83778dff6b240_original.jpg?anim=false&fit=cover&gravity=auto&height=576&origin=ugc&q=92&v=1463748824&width=1024&sig=rkTJpWtfnlRCi95R1%2B9v%2FNTdwUvBxYxoo9jE0XgYk9I%3D"",""1536x864"":""https://i.kickstarter.com/assets/012/269/545/ac4e18c1beec11d2f1f83778dff6b240_original.jpg?anim=false&fit=cover&gravity=auto&height=873&origin=ugc&q=92&v=1463748824&width=1552&sig=I3xfEzUZuO%2BNH12xVFpTOsD2%2FOcWvFt1uPNA%2Byw2r9s%3D""}","1200","false","{""id"":2154694,""project_id"":2154694,""state"":""active"",""state_changed_at"":1460927304,""name"":""Quirky Bird Theatre's Young Actors on Tour"",""blurb"":""Creating outstanding performance experiences with young actors from all economic backgrounds. Making great theatre accessible to all!"",""background_color"":"""",""text_color"":"""",""link_background_color"":"""",""link_text_color"":"""",""link_text"":""www.quirkybirdtheatre.com"",""link_url"":""http://www.quirkybirdtheatre.com"",""show_feature_image"":false,""background_image_opacity"":0.8,""should_show_feature_image_section"":true,""feature_image_attributes"":{""image_urls"":{""default"":""https://i.kickstarter.com/assets/012/269/545/ac4e18c1beec11d2f1f83778dff6b240_original.jpg?anim=false&fit=cover&gravity=auto&height=873&origin=ugc&q=92&v=1463748824&width=1552&sig=I3xfEzUZuO%2BNH12xVFpTOsD2%2FOcWvFt1uPNA%2Byw2r9s%3D"",""baseball_card"":""https://i.kickstarter.com/assets/012/269/545/ac4e18c1beec11d2f1f83778dff6b240_original.jpg?anim=false&fit=cover&gravity=auto&height=315&origin=ugc&q=92&v=1463748824&width=560&sig=ihUV640ENf%2FVIP4zz4AT4O0nXbHkj1%2F3FDSh4vO3P2U%3D""}}}","quirky-bird-theatres-young-actors-on-tour","https://www.kickstarter.com/discover/categories/theater/plays","true","false","successful","1457914373","1.44055064","{""web"":{""project"":""https://www.kickstarter.com/projects/quirkymama/quirky-bird-theatres-young-actors-on-tour"",""rewards"":""https://www.kickstarter.com/projects/quirkymama/quirky-bird-theatres-young-actors-on-tour/rewards""}}","1.43250263","1728.660768","domestic","null"
"33","""I think that I have my own will. I can stop this, I tell myself. But it's not true.""","{""id"":285,""name"":""Plays"",""analytics_name"":""Plays"",""slug"":""theater/plays"",""position"":6,""parent_id"":17,""parent_name"":""Theater"",""color"":16743775,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/theater/plays""}}}","2565","US","the United States","1455638573","{""id"":1154127116,""name"":""Akvavit"",""is_registered"":null,""is_email_verified"":null,""chosen_currency"":null,""is_superbacker"":null,""has_admin_message_badge"":false,""ppo_has_action"":false,""backing_action_count"":0,""avatar"":{""thumb"":""https://i.kickstarter.com/assets/006/322/034/670830ee62f0308fd4900a8b4e36f721_original.jpg?anim=false&fit=cover&height=40&origin=ugc&q=92&v=1461380835&width=40&sig=BmsQKdqYpPhw00OSfSc8jVIdpoccDVEcGNJ4HpoIIKs%3D"",""small"":""https://i.kickstarter.com/assets/006/322/034/670830ee62f0308fd4900a8b4e36f721_original.jpg?anim=false&fit=cover&height=80&origin=ugc&q=92&v=1461380835&width=80&sig=HxwFozPBbTd9L9qhp6YQw40%2Fd6B%2Bj%2FEv2MqL1apLFlg%3D"",""medium"":""https://i.kickstarter.com/assets/006/322/034/670830ee62f0308fd4900a8b4e36f721_original.jpg?anim=false&fit=cover&height=160&origin=ugc&q=92&v=1461380835&width=160&sig=FD9RlNKYxQFjbaKuwF675nkCNjjnyZGL2qZFqj5l9j4%3D""},""urls"":{""web"":{""user"":""https://www.kickstarter.com/profile/1154127116""},""api"":{""user"":""https://api.kickstarter.com/v1/users/1154127116?signature=1770953223.7ed97ffb936556dec27c78ba4def0ad63d10a409""}}}","USD","$","true","USD","1456984740","false","1","2500","766209806","false","false","true","false","false","1455717790","{""id"":2379574,""name"":""Chicago"",""slug"":""chicago-il"",""short_name"":""Chicago, IL"",""displayable_name"":""Chicago, IL"",""localized_name"":""Chicago"",""country"":""US"",""state"":""IL"",""type"":""Town"",""is_root"":false,""expanded_country"":""United States"",""urls"":{""web"":{""discover"":""https://www.kickstarter.com/discover/places/chicago-il"",""location"":""https://www.kickstarter.com/locations/chicago-il""},""api"":{""nearby_projects"":""https://api.kickstarter.com/v1/discover?signature=1770932433.10ce133f97b9fb0cb927bb7089529f99908b22ef&woe_id=2379574""}}}","Akvavit Theatre presents NOTHING OF ME by Arne Lygre","102.6","{""key"":""assets/012/382/551/712b5b892f8db98f68baef16c0a5d5fb_original.jpg"",""full"":""https://i.kickstarter.com/assets/012/382/551/712b5b892f8db98f68baef16c0a5d5fb_original.jpg?anim=false&fit=cover&gravity=auto&height=315&origin=ugc&q=92&v=1463758146&width=560&sig=Ahe0tI%2FmQQWw29tF4Ojuk2NaNk8Msa3qeLKrpxfcsDs%3D"",""ed"":""https://i.kickstarter.com/assets/012/382/551/712b5b892f8db98f68baef16c0a5d5fb_original.jpg?anim=false&fit=cover&gravity=auto&height=198&origin=ugc&q=92&v=1463758146&width=352&sig=uBR7Ol90jEjrML2ceIi49YQffJ%2BEzARlZ8sdxGthDfA%3D"",""med"":""https://i.kickstarter.com/assets/012/382/551/712b5b892f8db98f68baef16c0a5d5fb_original.jpg?anim=false&fit=cover&gravity=auto&height=153&origin=ugc&q=92&v=1463758146&width=272&sig=4pgEVktL6Qo7ODQ7A8qscuHquKt8hclMnf0EP2IZyd8%3D"",""little"":""https://i.kickstarter.com/assets/012/382/551/712b5b892f8db98f68baef16c0a5d5fb_original.jpg?anim=false&fit=cover&gravity=auto&height=117&origin=ugc&q=92&v=1463758146&width=208&sig=w7LUXajUfR9weM8%2BYVLMJmjY3nKrMHMplCbYykEyDKY%3D"",""small"":""https://i.kickstarter.com/assets/012/382/551/712b5b892f8db98f68baef16c0a5d5fb_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1463758146&width=160&sig=r%2FeRQ0rx2tQEkQxFN03esXQZQS01LZm%2FlEFykrkeAy4%3D"",""thumb"":""https://i.kickstarter.com/assets/012/382/551/712b5b892f8db98f68baef16c0a5d5fb_original.jpg?anim=false&fit=cover&gravity=auto&height=27&origin=ugc&q=92&v=1463758146&width=48&sig=brT8UNSC5GsZlhrBip9vhk9x0lH7dBQDSgQDr2VRkB0%3D"",""1024x576"":""https://i.kickstarter.com/assets/012/382/551/712b5b892f8db98f68baef16c0a5d5fb_original.jpg?anim=false&fit=cover&gravity=auto&height=576&origin=ugc&q=92&v=1463758146&width=1024&sig=jNV%2BTz4%2FJJWOOz%2BaH9uuEtCfy6AQCfdkNDc%2BT%2BFVc2w%3D"",""1536x864"":""https://i.kickstarter.com/assets/012/382/551/712b5b892f8db98f68baef16c0a5d5fb_original.jpg?anim=false&fit=cover&gravity=auto&height=873&origin=ugc&q=92&v=1463758146&width=1552&sig=UwEKk%2FANZ2d5fxKle5MtjI%2Bg0Uq8qFISwx95VJG63%2Fk%3D""}","2565","false","{""id"":2377479,""project_id"":2377479,""state"":""inactive"",""state_changed_at"":1455638573,""name"":""Akvavit Theatre presents NOTHING OF ME by Arne Lygre"",""blurb"":null,""background_color"":null,""text_color"":null,""link_background_color"":null,""link_text_color"":null,""link_text"":null,""link_url"":null,""show_feature_image"":false,""background_image_opacity"":0.8,""should_show_feature_image_section"":true,""feature_image_attributes"":{""image_urls"":{""default"":""https://i.kickstarter.com/assets/012/382/551/712b5b892f8db98f68baef16c0a5d5fb_original.jpg?anim=false&fit=cover&gravity=auto&height=873&origin=ugc&q=92&v=1463758146&width=1552&sig=UwEKk%2FANZ2d5fxKle5MtjI%2Bg0Uq8qFISwx95VJG63%2Fk%3D"",""baseball_card"":""https://i.kickstarter.com/assets/012/382/551/712b5b892f8db98f68baef16c0a5d5fb_original.jpg?anim=false&fit=cover&gravity=auto&height=315&origin=ugc&q=92&v=1463758146&width=560&sig=Ahe0tI%2FmQQWw29tF4Ojuk2NaNk8Msa3qeLKrpxfcsDs%3D""}}}","akvavit-theatre-presents-nothing-of-me-by-arne-lyg","https://www.kickstarter.com/discover/categories/theater/plays","true","false","successful","1456984740","1","{""web"":{""project"":""https://www.kickstarter.com/projects/1154127116/akvavit-theatre-presents-nothing-of-me-by-arne-lyg"",""rewards"":""https://www.kickstarter.com/projects/1154127116/akvavit-theatre-presents-nothing-of-me-by-arne-lyg/rewards""}}","1","2565.0","domestic","{""id"":637543,""status"":""successful"",""hls"":null,""hls_type"":null,""high"":""https://v2.kickstarter.com/1770827153-AcuPCDLpb8pLFNfy1c1GYDzDX1W3ICCvSZ%2BZgHDB6NU%3D/projects/2337905/video-637543-h264_high.mp4"",""high_type"":""video/mp4; codecs=""avc1.64001E, mp4a.40.2"""",""base"":""https://v2.kickstarter.com/1770827153-AcuPCDLpb8pLFNfy1c1GYDzDX1W3ICCvSZ%2BZgHDB6NU%3D/projects/2337905/video-637543-h264_base.mp4"",""base_type"":""video/mp4; codecs=""avc1.42E01E, mp4a.40.2"""",""tracks"":""[]"",""width"":640,""height"":360,""frame"":""https://d15chbti7ht62o.cloudfront.net/projects/2337905/video-637543-h264_high.jpg?2016""}"
